season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1989-90,New York Knicks,Madison Square Garden,45,0.549,0.4,S. Jackson,P. Ewing (13.5),#006BB6,#F58426,0.78,teams/NYK/logos/1990-1992.png,Won First Round versus <span>Boston Celtics (3-2)</span>,Lost Conference Semifinals versus <span>Detroit Pistons (1-4)</span>,,
1990-91,New York Knicks,Madison Square Garden,39,0.476,0.2,S. Jackson/J. MacLeod,P. Ewing (10.0),#006BB6,#F58426,-0.43,teams/NYK/logos/1990-1992.png,Lost First Round versus <span>Chicago Bulls (0-3)</span>,,,
1991-92,New York Knicks,Madison Square Garden,51,0.622,0.4,P. Riley,P. Ewing (13.0),#006BB6,#F58426,3.67,teams/NYK/logos/1990-1992.png,Won First Round versus <span>Detroit Pistons (3-2)</span>,Lost Conference Semifinals versus <span>Chicago Bulls (3-4)</span>,,
1992-93,New York Knicks,Madison Square Garden,60,0.732,0.6,P. Riley,P. Ewing (10.6),#006BB6,#F58426,5.87,teams/NYK/logos/1993-1995.png,Won First Round versus <span>Indiana Pacers (3-1)</span>,Won Conference Semifinals versus <span>Charlotte Hornets (4-1)</span>,Lost Conference Finals versus <span>Chicago Bulls (2-4)</span>,
1993-94,New York Knicks,Madison Square Garden,57,0.695,0.8,P. Riley,P. Ewing (13.1),#006BB6,#F58426,6.48,teams/NYK/logos/1993-1995.png,Won First Round versus <span>New Jersey Nets (3-1)</span>,Won Conference Semifinals versus <span>Chicago Bulls (4-3)</span>,Won Conference Finals versus <span>Indiana Pacers (4-3)</span>,Lost Finals versus <span>Houston Rockets (3-4)</span>
1994-95,New York Knicks,Madison Square Garden,55,0.671,0.4,P. Riley,P. Ewing (9.6),#006BB6,#F58426,2.78,teams/NYK/logos/1993-1995.png,Won First Round versus <span>Cleveland Cavaliers (3-1)</span>,Lost Conference Semifinals versus <span>Indiana Pacers (3-4)</span>,,
1995-96,New York Knicks,Madison Square Garden,47,0.573,0.4,D. Nelson/J. Van. Gundy,A. Mason (11.3),#006BB6,#F58426,2.24,teams/NYK/logos/1996-2011.png,Won First Round versus <span>Cleveland Cavaliers (3-0)</span>,Lost Conference Semifinals versus <span>Chicago Bulls (1-4)</span>,,
1996-97,New York Knicks,Madison Square Garden,57,0.695,0.4,J. Van Gundy,P. Ewing (9.8),#006BB6,#F58426,3.31,teams/NYK/logos/1996-2011.png,Won First Round versus <span>Charlotte Hornets (3-0)</span>,Lost Conference Semifinals versus <span>Miami Heat (3-4)</span>,,
1997-98,New York Knicks,Madison Square Garden,43,0.524,0.4,J. Van Gundy,C. Ward (7.1),#006BB6,#F58426,2.74,teams/NYK/logos/1996-2011.png,Won First Round versus <span>Miami Heat (3-2)</span>,Lost Conference Semifinals versus <span>Indiana Pacers (1-4)</span>,,
1998-99,New York Knicks,Madison Square Garden,27,0.54,0.8,J. Van Gundy,L. Johnson (4.9),#006BB6,#F58426,1.45,teams/NYK/logos/1996-2011.png,Won First Round versus <span>Miami Heat (3-2)</span>,Won Conference Semifinals versus <span>Atlanta Hawks (4-0)</span>,Won Conference Finals versus <span>Indiana Pacers (4-2)</span>,Lost Finals versus <span>San Antonio Spurs (1-4)</span>
1999-00,New York Knicks,Madison Square Garden,50,0.61,0.6,J. Van Gundy,A. Houston (8.6),#006BB6,#F58426,1.3,teams/NYK/logos/1996-2011.png,Won First Round versus <span>Toronto Raptors (3-0)</span>,Won Conference Semifinals versus <span>Miami Heat (4-3)</span>,Lost Conference Finals versus <span>Indiana Pacers (2-4)</span>,
2000-01,New York Knicks,Madison Square Garden,48,0.585,0.2,J. Van Gundy,M. Camby (10.3),#006BB6,#F58426,1.98,teams/NYK/logos/1996-2011.png,Lost First Round versus <span>Toronto Raptors (2-3)</span>,,,
2001-02,New York Knicks,Madison Square Garden,30,0.366,0,J. Van Gundy/D. Chaney,K. Thomas (6.5),#006BB6,#F58426,-4.15,teams/NYK/logos/1996-2011.png,,,,
2002-03,New York Knicks,Madison Square Garden,37,0.451,0,D. Chaney,A. Houston (7.2),#006BB6,#F58426,-1.61,teams/NYK/logos/1996-2011.png,,,,
2003-04,New York Knicks,Madison Square Garden,39,0.476,0.2,D. Chaney/H. Williams/L. Wilkens,S. Marbury (5.5),#006BB6,#F58426,-1.97,teams/NYK/logos/1996-2011.png,Lost First Round versus <span>New Jersey Nets (0-4)</span>,,,
2004-05,New York Knicks,Madison Square Garden,33,0.402,0,L. Wilkens/H. Williams,S. Marbury (11.7),#006BB6,#F58426,-2.72,teams/NYK/logos/1996-2011.png,,,,
2005-06,New York Knicks,Madison Square Garden,23,0.28,0,L. Brown,J. Crawford (4.5),#006BB6,#F58426,-6.3,teams/NYK/logos/1996-2011.png,,,,
2006-07,New York Knicks,Madison Square Garden,33,0.402,0,I. Thomas,D. Lee (6.9),#006BB6,#F58426,-3.06,teams/NYK/logos/1996-2011.png,,,,
2007-08,New York Knicks,Madison Square Garden,23,0.28,0,I. Thomas,D. Lee (7.4),#006BB6,#F58426,-6.55,teams/NYK/logos/1996-2011.png,,,,
2008-09,New York Knicks,Madison Square Garden,32,0.39,0,M. D'Antoni,D. Lee (9.0),#006BB6,#F58426,-2.33,teams/NYK/logos/1996-2011.png,,,,
2009-10,New York Knicks,Madison Square Garden,29,0.354,0,M. D'Antoni,D. Lee (10.3),#006BB6,#F58426,-4.01,teams/NYK/logos/1996-2011.png,,,,
2010-11,New York Knicks,Madison Square Garden,42,0.512,0.2,M. D'Antoni,A. Stoudemire (8.0),#006BB6,#F58426,0.48,teams/NYK/logos/2011-present.png,Lost First Round versus <span>Boston Celtics (0-4)</span>,,,
2011-12,New York Knicks,Madison Square Garden,36,0.545,0.2,M. D'Antoni/M. Woodson,T. Chandler (9.5),#006BB6,#F58426,2.39,teams/NYK/logos/2011-present.png,Lost First Round versus <span>Miami Heat (1-4)</span>,,,
2012-13,New York Knicks,Madison Square Garden,54,0.659,0.4,M. Woodson,C. Anthony (9.5),#006BB6,#F58426,3.73,teams/NYK/logos/2011-present.png,Won First Round versus <span>Boston Celtics (4-2)</span>,Lost Conference Semifinals versus <span>Indiana Pacers (2-4)</span>,,
2013-14,New York Knicks,Madison Square Garden,37,0.451,0,M. Woodson,C. Anthony (10.7),#006BB6,#F58426,-1.4,teams/NYK/logos/2011-present.png,,,,
2014-15,New York Knicks,Madison Square Garden,17,0.207,0,D. Fisher,C. Anthony (2.9),#006BB6,#F58426,-9.5,teams/NYK/logos/2011-present.png,,,,
2015-16,New York Knicks,Madison Square Garden,32,0.39,0,D. Fisher/K. Rambis,C. Anthony (6.4),#006BB6,#F58426,-2.74,teams/NYK/logos/2011-present.png,,,,
2016-17,New York Knicks,Madison Square Garden,31,0.378,0,J. Hornacek,C. Anthony (4.7),#006BB6,#F58426,-3.87,teams/NYK/logos/2011-present.png,,,,
2017-18,New York Knicks,Madison Square Garden,29,0.354,0,J. Hornacek,E. Kanter (7.6),#006BB6,#F58426,-3.53,teams/NYK/logos/2011-present.png,,,,
2018-19,New York Knicks,Madison Square Garden,17,0.207,0,D. Fizdale,M. Robinson (6.1),#006BB6,#F58426,-8.93,teams/NYK/logos/2011-present.png,,,,
2019-20,New York Knicks,Madison Square Garden,21,0.318,0,D. Fizdale/M. Miller/T. Thibodeau,M. Robinson (6.8),#006BB6,#F58426,-6.72,teams/NYK/logos/2011-present.png,,,,
2020-21,New York Knicks,Madison Square Garden,41,0.569,0.2,T. Thibodeau,J. Randle (7.8),#006BB6,#F58426,2.13,teams/NYK/logos/2011-present.png,Lost First Round versus <span>Atlanta Hawks (1-4)</span>,,,
