season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1986-87,Boston Celtics,Boston Garden,59,0.72,0.8,K. Jones,L. Bird (15.2),#008348,#BB9753,6.57,teams/BOS/logos/1975-1996.png,Won First Round versus <span>Chicago Bulls (3-0)</span>,Won Conference Semifinals versus <span>Milwaukee Bucks (4-3)</span>,Won Conference Finals versus <span>Detroit Pistons (4-3)</span>,Lost Finals versus <span>Los Angeles Lakers (2-4)</span>
1987-88,Boston Celtics,Boston Garden,57,0.695,0.6,K. Jones,L. Bird (15.0),#008348,#BB9753,6.15,teams/BOS/logos/1975-1996.png,Won First Round versus <span>New York Knicks (3-1)</span>,Won Conference Semifinals versus <span>Atlanta Hawks (4-3)</span>,Lost Conference Finals versus <span>Detroit Pistons (2-4)</span>,
1988-89,Boston Celtics,Boston Garden,42,0.512,0.2,J. Rodgers,R. Parish (10.5),#008348,#BB9753,1.26,teams/BOS/logos/1975-1996.png,Lost First Round versus <span>Detroit Pistons (0-3)</span>,,,
1989-90,Boston Celtics,Boston Garden,52,0.634,0.2,J. Rodgers,K. McHale (11.1),#008348,#BB9753,3.23,teams/BOS/logos/1975-1996.png,Lost First Round versus <span>New York Knicks (2-3)</span>,,,
1990-91,Boston Celtics,Boston Garden,56,0.683,0.4,C. Ford,R. Parish (10.0),#008348,#BB9753,5.22,teams/BOS/logos/1975-1996.png,Won First Round versus <span>Indiana Pacers (3-2)</span>,Lost Conference Semifinals versus <span>Detroit Pistons (2-4)</span>,,
1991-92,Boston Celtics,Boston Garden,51,0.622,0.4,C. Ford,R. Lewis (9.1),#008348,#BB9753,3.41,teams/BOS/logos/1975-1996.png,Won First Round versus <span>Indiana Pacers (3-0)</span>,Lost Conference Semifinals versus <span>Cleveland Cavaliers (3-4)</span>,,
1992-93,Boston Celtics,Boston Garden,48,0.585,0.2,C. Ford,R. Lewis (8.3),#008348,#BB9753,0.93,teams/BOS/logos/1975-1996.png,Lost First Round versus <span>Charlotte Hornets (1-3)</span>,,,
1993-94,Boston Celtics,Boston Garden,32,0.39,0,C. Ford,D. Brown (6.4),#008348,#BB9753,-4.28,teams/BOS/logos/1975-1996.png,,,,
1994-95,Boston Celtics,Boston Garden,35,0.427,0.2,C. Ford,D. Brown (6.8),#008348,#BB9753,-1.92,teams/BOS/logos/1975-1996.png,Lost First Round versus <span>Orlando Magic (1-3)</span>,,,
1995-96,Boston Celtics,FleetCenter,33,0.402,0,M. Carr,D. Wesley (6.3),#008348,#BB9753,-3.37,teams/BOS/logos/1975-1996.png,,,,
