season,team,arena,wins,winpercent,playoffs,coach,topWS,color1,color2,srs,logo,opponent1,opponent2,opponent3,opponent4
1984-85,Utah Jazz,Salt Palace,41,0.5,0.4,F. Layden,A. Dantley (8.0),#002B5C,#F9A01B,-0.33,teams/UTA/logos/1980-1996.png,Won First Round versus <span>Houston Rockets (3-2)</span>,Lost Conference Semifinals versus <span>Denver Nuggets (1-4)</span>,,
1985-86,Utah Jazz,Salt Palace,42,0.512,0.2,F. Layden,A. Dantley (12.8),#002B5C,#F9A01B,-0.67,teams/UTA/logos/1980-1996.png,Lost First Round versus <span>Dallas Mavericks (1-3)</span>,,,
1986-87,Utah Jazz,Salt Palace,44,0.537,0.2,F. Layden,K. Malone (6.9),#002B5C,#F9A01B,0.04,teams/UTA/logos/1980-1996.png,Lost First Round versus <span>Golden State Warriors (2-3)</span>,,,
1987-88,Utah Jazz,Salt Palace,47,0.573,0.4,F. Layden,J. Stockton (14.1),#002B5C,#F9A01B,2.96,teams/UTA/logos/1980-1996.png,Won First Round versus <span>Portland Trail Blazers (3-1)</span>,Lost Conference Semifinals versus <span>Los Angeles Lakers (3-4)</span>,,
1988-89,Utah Jazz,Salt Palace,51,0.622,0.2,F. Layden/J. Sloan,J. Stockton (15.6),#002B5C,#F9A01B,4.01,teams/UTA/logos/1980-1996.png,Lost First Round versus <span>Golden State Warriors (0-3)</span>,,,
1989-90,Utah Jazz,Salt Palace,55,0.671,0.2,J. Sloan,K. Malone (15.9),#002B5C,#F9A01B,4.82,teams/UTA/logos/1980-1996.png,Lost First Round versus <span>Phoenix Suns (2-3)</span>,,,
1990-91,Utah Jazz,Salt Palace,54,0.659,0.4,J. Sloan,K. Malone (15.5),#002B5C,#F9A01B,3.18,teams/UTA/logos/1980-1996.png,Won First Round versus <span>Phoenix Suns (3-1)</span>,Lost Conference Semifinals versus <span>Portland Trail Blazers (1-4)</span>,,
1991-92,Utah Jazz,Delta Center,55,0.671,0.6,J. Sloan,K. Malone (15.1),#002B5C,#F9A01B,5.7,teams/UTA/logos/1980-1996.png,Won First Round versus <span>Los Angeles Clippers (3-2)</span>,Won Conference Semifinals versus <span>Seattle SuperSonics (4-1)</span>,Lost Conference Finals versus <span>Portland Trail Blazers (2-4)</span>,
1992-93,Utah Jazz,Delta Center,47,0.573,0.2,J. Sloan,K. Malone (15.4),#002B5C,#F9A01B,1.74,teams/UTA/logos/1980-1996.png,Lost First Round versus <span>Seattle SuperSonics (2-3)</span>,,,
1993-94,Utah Jazz,Delta Center,53,0.646,0.6,J. Sloan,K. Malone (13.4),#002B5C,#F9A01B,4.1,teams/UTA/logos/1980-1996.png,Won First Round versus <span>San Antonio Spurs (3-1)</span>,Won Conference Semifinals versus <span>Denver Nuggets (4-3)</span>,Lost Conference Finals versus <span>Houston Rockets (1-4)</span>,
1994-95,Utah Jazz,Delta Center,60,0.732,0.2,J. Sloan,J. Stockton (13.9),#002B5C,#F9A01B,7.76,teams/UTA/logos/1980-1996.png,Lost First Round versus <span>Houston Rockets (2-3)</span>,,,
1995-96,Utah Jazz,Delta Center,55,0.671,0.6,J. Sloan,K. Malone (15.1),#002B5C,#F9A01B,6.25,teams/UTA/logos/1980-1996.png,Won First Round versus <span>Portland Trail Blazers (3-2)</span>,Won Conference Semifinals versus <span>San Antonio Spurs (4-2)</span>,Lost Conference Finals versus <span>Seattle SuperSonics (3-4)</span>,
1996-97,Utah Jazz,Delta Center,64,0.78,0.8,J. Sloan,K. Malone (16.7),#002B5C,#F9A01B,7.97,teams/UTA/logos/1997-2004.png,Won First Round versus <span>Los Angeles Clippers (3-0)</span>,Won Conference Semifinals versus <span>Los Angeles Lakers (4-1)</span>,Won Conference Finals versus <span>Houston Rockets (4-2)</span>,Lost Finals versus <span>Chicago Bulls (2-4)</span>
1997-98,Utah Jazz,Delta Center,62,0.756,0.8,J. Sloan,K. Malone (16.4),#002B5C,#F9A01B,5.73,teams/UTA/logos/1997-2004.png,Won First Round versus <span>Houston Rockets (3-2)</span>,Won Conference Semifinals versus <span>San Antonio Spurs (4-1)</span>,Won Conference Finals versus <span>Los Angeles Lakers (4-0)</span>,Lost Finals versus <span>Chicago Bulls (2-4)</span>
1998-99,Utah Jazz,Delta Center,37,0.74,0.4,J. Sloan,K. Malone (9.6),#002B5C,#F9A01B,5.54,teams/UTA/logos/1997-2004.png,Won First Round versus <span>Sacramento Kings (3-2)</span>,Lost Conference Semifinals versus <span>Portland Trail Blazers (2-4)</span>,,
1999-00,Utah Jazz,Delta Center,55,0.671,0.4,J. Sloan,K. Malone (15.3),#002B5C,#F9A01B,4.52,teams/UTA/logos/1997-2004.png,Won First Round versus <span>Seattle SuperSonics (3-2)</span>,Lost Conference Semifinals versus <span>Portland Trail Blazers (1-4)</span>,,
2000-01,Utah Jazz,Delta Center,53,0.646,0.2,J. Sloan,K. Malone (13.1),#002B5C,#F9A01B,5,teams/UTA/logos/1997-2004.png,Lost First Round versus <span>Dallas Mavericks (2-3)</span>,,,
2001-02,Utah Jazz,Delta Center,44,0.537,0.2,J. Sloan,J. Stockton (10.7),#002B5C,#F9A01B,1.21,teams/UTA/logos/1997-2004.png,Lost First Round versus <span>Sacramento Kings (1-3)</span>,,,
2002-03,Utah Jazz,Delta Center,47,0.573,0.2,J. Sloan,K. Malone (11.1),#002B5C,#F9A01B,2.76,teams/UTA/logos/1997-2004.png,Lost First Round versus <span>Sacramento Kings (1-4)</span>,,,
2003-04,Utah Jazz,Delta Center,42,0.512,0,J. Sloan,A. Kirilenko (11.6),#002B5C,#F9A01B,-0.53,teams/UTA/logos/1997-2004.png,,,,
2004-05,Utah Jazz,Delta Center,26,0.317,0,J. Sloan,M. Okur (7.0),#002B5C,#F9A01B,-3.74,teams/UTA/logos/2005-2010.png,,,,
2005-06,Utah Jazz,Delta Center,41,0.5,0,J. Sloan,M. Okur (9.3),#002B5C,#F9A01B,-2.49,teams/UTA/logos/2005-2010.png,,,,
2006-07,Utah Jazz,EnergySolutions Arena,51,0.622,0.6,J. Sloan,C. Boozer (9.9),#002B5C,#F9A01B,3.06,teams/UTA/logos/2005-2010.png,Won First Round versus <span>Houston Rockets (4-3)</span>,Won Conference Semifinals versus <span>Golden State Warriors (4-1)</span>,Lost Conference Finals versus <span>San Antonio Spurs (1-4)</span>,
2007-08,Utah Jazz,EnergySolutions Arena,54,0.659,0.4,J. Sloan,D. Williams (11.3),#002B5C,#F9A01B,6.86,teams/UTA/logos/2005-2010.png,Won First Round versus <span>Houston Rockets (4-2)</span>,Lost Conference Semifinals versus <span>Los Angeles Lakers (2-4)</span>,,
2008-09,Utah Jazz,EnergySolutions Arena,48,0.585,0.2,J. Sloan,D. Williams (8.4),#002B5C,#F9A01B,2.31,teams/UTA/logos/2005-2010.png,Lost First Round versus <span>Los Angeles Lakers (1-4)</span>,,,
2009-10,Utah Jazz,EnergySolutions Arena,53,0.646,0.4,J. Sloan,D. Williams (10.3),#002B5C,#F9A01B,5.33,teams/UTA/logos/2005-2010.png,Won First Round versus <span>Denver Nuggets (4-2)</span>,Lost Conference Semifinals versus <span>Los Angeles Lakers (0-4)</span>,,
2010-11,Utah Jazz,EnergySolutions Arena,39,0.476,0,J. Sloan/T. Corbin,A. Jefferson (7.8),#002B5C,#F9A01B,-1.44,teams/UTA/logos/2011-2016.png,,,,
2011-12,Utah Jazz,EnergySolutions Arena,36,0.545,0.2,T. Corbin,P. Millsap (7.8),#002B5C,#F9A01B,0.92,teams/UTA/logos/2011-2016.png,Lost First Round versus <span>San Antonio Spurs (0-4)</span>,,,
2012-13,Utah Jazz,EnergySolutions Arena,43,0.524,0,T. Corbin,A. Jefferson (7.7),#002B5C,#F9A01B,0.3,teams/UTA/logos/2011-2016.png,,,,
2013-14,Utah Jazz,EnergySolutions Arena,25,0.305,0,T. Corbin,D. Favors (5.1),#002B5C,#F9A01B,-6.27,teams/UTA/logos/2011-2016.png,,,,
2014-15,Utah Jazz,EnergySolutions Arena,38,0.463,0,Q. Snyder,R. Gobert (9.3),#002B5C,#F9A01B,0.71,teams/UTA/logos/2011-2016.png,,,,
2015-16,Utah Jazz,Vivint Smart Home Arena,40,0.488,0,Q. Snyder,G. Hayward (8.9),#002B5C,#F9A01B,1.84,teams/UTA/logos/2011-2016.png,,,,
2016-17,Utah Jazz,Vivint Smart Home Arena,51,0.622,0.4,Q. Snyder,R. Gobert (14.3),#002B5C,#F9A01B,4,teams/UTA/logos/2017-present.png,Won First Round versus <span>Los Angeles Clippers (4-3)</span>,Lost Conference Semifinals versus <span>Golden State Warriors (0-4)</span>,,
2017-18,Utah Jazz,Vivint Smart Home Arena,48,0.585,0.4,Q. Snyder,R. Gobert (8.1),#002B5C,#F9A01B,4.47,teams/UTA/logos/2017-present.png,Won First Round versus <span>Oklahoma City Thunder (4-2)</span>,Lost Conference Semifinals versus <span>Houston Rockets (1-4)</span>,,
2018-19,Utah Jazz,Vivint Smart Home Arena,50,0.61,0.2,Q. Snyder,R. Gobert (14.4),#002B5C,#F9A01B,5.28,teams/UTA/logos/2017-present.png,Lost First Round versus <span>Houston Rockets (1-4)</span>,,,
2019-20,Utah Jazz,Vivint Smart Home Arena,44,0.611,0.2,Q. Snyder,R. Gobert (10.7),#002B5C,#F9A01B,2.52,teams/UTA/logos/2017-present.png,Lost First Round versus <span>Denver Nuggets (3-4)</span>,,,
2020-21,Utah Jazz,Vivint Smart Home Arena,52,0.722,0.4,Q. Snyder,R. Gobert (11.3),#002B5C,#F9A01B,8.97,teams/UTA/logos/2017-present.png,Won First Round versus <span>Memphis Grizzlies (4-1)</span>,Lost Conference Semifinals versus <span>Los Angeles Clippers (2-4)</span>,,
2021-22,Utah Jazz,Vivint Smart Home Arena,49,0.598,0.2,Q. Snyder,R. Gobert (11.7),#002B5C,#F9A01B,5.67,teams/UTA/logos/2017-present.png,Lost First Round versus <span>Dallas Mavericks (2-4)</span>,,,
2022-23,Utah Jazz,Vivint Arena,37,0.451,0,W. Hardy,L. Markkanen (8.2),#002B5C,#F9A01B,-1.03,teams/UTA/logos/2017-present.png,,,,
